request_id,segment_id,system_type,district,request_type,submitted_date,resolved_date,resolution_status,severity,channel,lat,lon
SR-00586,PIPE-0073,Sewer,North End,Odor Complaint,2024-07-01,2024-07-06,Resolved,High,SCADA,43.626650272275405,-116.19906954784504
SR-00587,PIPE-0288,Water,North End,Hydrant Issue,2024-01-28,2024-02-12,In Review,Low,Phone,43.681052255314526,-116.18369665361672
SR-00588,PIPE-0457,Stormwater,Southeast,Street Flooding,2024-03-29,2024-04-09,Resolved,Low,Phone,43.576952333828885,-116.18801454712704
SR-00589,PIPE-0449,Water,North End,No Water,2025-06-14,2025-06-26,Resolved,Medium,SCADA,43.67942937212652,-116.18613512240721
SR-00590,PIPE-0480,Water,West Boise,No Water,2025-09-22,2025-11-04,Resolved,Medium,Phone,43.607451903831446,-116.26546025347551
SR-00591,PIPE-0484,Water,Southeast,Hydrant Issue,2025-03-29,,Resolved,Medium,311 App,43.58810631766282,-116.18659854360958
SR-00592,PIPE-0342,Sewer,West Boise,Manhole Overflow,2024-08-15,2024-08-30,Resolved,Critical,SCADA,43.60549943044005,-116.26053696771895
SR-00593,PIPE-0240,Sewer,Downtown,Sewer Backup,2025-02-10,,In Review,Critical,311 App,43.61705680259882,-116.18692164015438
SR-00594,PIPE-0336,Stormwater,Downtown,Clogged Drain,2024-05-03,2024-05-14,Pending,Low,311 App,43.59805663786803,-116.2001182748493
SR-00595,PIPE-0387,Stormwater,Downtown,Clogged Drain,2024-12-28,2025-02-02,In Review,Medium,311 App,43.61725762998924,-116.175028019468
SR-00596,PIPE-0267,Stormwater,Downtown,Culvert Blockage,2025-10-07,2025-10-24,Pending,Critical,SCADA,43.61154021646298,-116.22022953511018
SR-00597,PIPE-0382,Sewer,North End,Manhole Overflow,2024-05-28,,In Review,Medium,Phone,43.627809136157076,-116.20560542941021
SR-00598,PIPE-0164,Sewer,Downtown,Root Intrusion Report,2025-10-11,,Pending,High,Phone,43.614448424464705,-116.19653444187647
SR-00599,PIPE-0054,Water,Southeast,No Water,2025-08-02,,In Review,Medium,Phone,43.54310800989957,-116.13807004416331
SR-00600,PIPE-0036,Stormwater,Downtown,Erosion Report,2024-07-06,2024-08-15,Resolved,High,311 App,43.61980187270706,-116.22103102732201
SR-00601,PIPE-0143,Stormwater,Southwest,Street Flooding,2025-05-05,2025-05-21,In Review,Low,311 App,43.59545822409096,-116.2547393031709
SR-00602,PIPE-0357,Stormwater,Southeast,Standing Water,2024-04-17,2024-04-18,In Review,High,Phone,43.591689087413044,-116.19820088841603
SR-00603,PIPE-0105,Water,Southeast,Low Pressure,2025-10-30,2025-11-09,In Review,Low,Phone,43.54109907342152,-116.1736859408762
SR-00604,PIPE-0415,Sewer,East Bench,Slow Drain,2025-06-04,2025-07-17,Resolved,Critical,Web Form,43.620551465275504,-116.17016767612115
SR-00605,PIPE-0045,Water,East Bench,Water Main Break,2025-05-02,,Pending,Low,Phone,43.61263013395912,-116.13775124706068
SR-00606,PIPE-0261,Sewer,Downtown,Sewer Backup,2025-03-14,2025-04-01,Resolved,High,Web Form,43.59971306083416,-116.20007837204642
SR-00607,PIPE-0168,Sewer,Downtown,Root Intrusion Report,2024-04-03,2024-04-28,Resolved,High,SCADA,43.613858487008116,-116.1842679891933
SR-00608,PIPE-0182,Sewer,West Boise,Sewer Backup,2025-05-03,2025-05-12,Pending,Medium,SCADA,43.60811057760472,-116.3053933458896
SR-00609,PIPE-0328,Stormwater,East Bench,Street Flooding,2025-10-29,2025-11-07,Resolved,High,311 App,43.59965120306068,-116.17471370550264
SR-00610,PIPE-0168,Sewer,Downtown,Slow Drain,2025-03-16,2025-04-25,Pending,Critical,SCADA,43.61181534272451,-116.18187943573132
SR-00611,PIPE-0063,Stormwater,Downtown,Standing Water,2024-03-16,,Pending,Medium,311 App,43.60902555951148,-116.20411464014619
SR-00612,PIPE-0355,Stormwater,North End,Street Flooding,2025-03-24,2025-05-07,Pending,High,SCADA,43.67526899336912,-116.2005435736134
SR-00613,PIPE-0102,Sewer,Southeast,Root Intrusion Report,2025-10-14,2025-11-24,In Review,High,Phone,43.593461152541714,-116.20163321794182
SR-00614,PIPE-0281,Water,Southwest,Low Pressure,2024-12-02,,In Review,High,Phone,43.57751169944562,-116.22563907313734
SR-00615,PIPE-0365,Sewer,Southeast,Sewer Backup,2025-08-23,,Pending,Critical,SCADA,43.57604514977292,-116.20086884684673
SR-00616,PIPE-0241,Sewer,North End,Sewer Backup,2024-10-17,2024-10-21,Resolved,Critical,SCADA,43.64246157288653,-116.1738322526891
SR-00617,PIPE-0360,Sewer,West Boise,Root Intrusion Report,2025-03-21,2025-04-10,Pending,Critical,Web Form,43.652694254067576,-116.3295118924545
SR-00618,PIPE-0319,Stormwater,Downtown,Street Flooding,2025-01-29,2025-02-26,Pending,High,311 App,43.61128321435805,-116.18968294432065
SR-00619,PIPE-0273,Water,West Boise,Hydrant Issue,2024-08-13,2024-08-16,In Review,Critical,Web Form,43.63560018522461,-116.25776216519802
SR-00620,PIPE-0431,Water,Southwest,No Water,2025-03-27,,In Review,High,Phone,43.57023923904538,-116.28969737228613
SR-00621,PIPE-0357,Stormwater,Southeast,Standing Water,2024-02-20,2024-03-29,In Review,Low,Phone,43.58973402737182,-116.20155951216336
SR-00622,PIPE-0064,Sewer,Downtown,Slow Drain,2025-04-18,2025-05-02,Pending,Medium,311 App,43.60141330147726,-116.1983536739239
SR-00623,PIPE-0151,Water,Southeast,Water Main Break,2025-09-27,2025-11-03,In Review,Critical,Web Form,43.587027412976795,-116.20034420997925
SR-00624,PIPE-0057,Sewer,Downtown,Odor Complaint,2024-11-01,2024-11-18,In Review,Medium,Web Form,43.617861146719974,-116.19246374162195
SR-00625,PIPE-0180,Water,West Boise,Hydrant Issue,2024-11-08,2024-12-04,In Review,Medium,Phone,43.637566133573586,-116.24591700004979
SR-00626,PIPE-0090,Water,Downtown,Hydrant Issue,2025-08-15,2025-08-30,Pending,Critical,Web Form,43.604212704799586,-116.19517971809614
SR-00627,PIPE-0454,Sewer,West Boise,Manhole Overflow,2025-12-17,2025-12-27,Resolved,High,SCADA,43.63123321481483,-116.33692019985041
SR-00628,PIPE-0500,Water,Downtown,Hydrant Issue,2024-08-11,2024-09-23,In Review,High,311 App,43.60540770887464,-116.22158555463054
SR-00629,PIPE-0458,Sewer,North End,Manhole Overflow,2025-08-07,2025-08-11,Resolved,Critical,311 App,43.67991572074076,-116.20691456565085
SR-00630,PIPE-0407,Stormwater,West Boise,Standing Water,2024-12-22,,Pending,High,SCADA,43.646455411652134,-116.35390735325399
SR-00631,PIPE-0487,Water,Downtown,Low Pressure,2024-02-08,,Pending,High,SCADA,43.61680802627159,-116.22047399419758
SR-00632,PIPE-0020,Water,North End,Low Pressure,2025-09-17,,Resolved,Medium,Web Form,43.63735954434253,-116.21934385943929
SR-00633,PIPE-0175,Water,North End,Leak Report,2025-04-17,,Pending,Critical,Phone,43.65951706947059,-116.20790147271168
SR-00634,PIPE-0491,Sewer,Southwest,Slow Drain,2025-04-27,2025-06-02,Resolved,Medium,311 App,43.551078365844305,-116.29667001515124
SR-00635,PIPE-0224,Water,West Boise,Leak Report,2024-09-22,2024-10-18,Resolved,Low,311 App,43.6497722891428,-116.25580084097555
SR-00636,PIPE-0389,Water,Downtown,Discolored Water,2024-07-28,,Resolved,Critical,Phone,43.60766615258428,-116.21903655325961
SR-00637,PIPE-0223,Sewer,Downtown,Slow Drain,2024-09-11,,Pending,Medium,Web Form,43.613046309877866,-116.17893490688145
SR-00638,PIPE-0418,Sewer,Downtown,Slow Drain,2024-08-25,2024-10-02,In Review,Critical,311 App,43.598130678163535,-116.18631112108119
SR-00639,PIPE-0235,Sewer,West Boise,Manhole Overflow,2025-10-28,,In Review,High,SCADA,43.65288605295773,-116.33994594681877
SR-00640,PIPE-0175,Water,North End,No Water,2025-10-31,,Pending,Critical,Web Form,43.65845164517384,-116.20819701615702
SR-00641,PIPE-0042,Sewer,Southwest,Odor Complaint,2024-11-05,,Resolved,Medium,Phone,43.57469124606949,-116.29488449984089
SR-00642,PIPE-0063,Stormwater,Downtown,Culvert Blockage,2024-02-18,,In Review,High,SCADA,43.60739737378437,-116.20733030388688
SR-00643,PIPE-0094,Water,West Boise,Discolored Water,2024-06-12,,In Review,Medium,Phone,43.62912227710653,-116.28650703313856
SR-00644,PIPE-0175,Water,North End,Discolored Water,2025-08-10,2025-08-24,Resolved,Medium,311 App,43.659071838349256,-116.20823644444417
SR-00645,PIPE-0355,Stormwater,North End,Standing Water,2024-03-10,2024-03-18,Pending,High,311 App,43.67442415836525,-116.20051752737338
SR-00646,PIPE-0420,Stormwater,West Boise,Clogged Drain,2025-09-16,2025-10-07,In Review,Low,Phone,43.599111976046615,-116.33950421957103
SR-00647,PIPE-0346,Sewer,Downtown,Root Intrusion Report,2024-06-26,2024-08-03,Pending,Critical,Phone,43.60291295121208,-116.22113286071209
SR-00648,PIPE-0073,Sewer,North End,Root Intrusion Report,2024-05-14,,Pending,Critical,311 App,43.627786192058686,-116.19965278032572
SR-00649,PIPE-0464,Stormwater,North End,Clogged Drain,2024-01-17,,Resolved,Medium,Web Form,43.6559044767783,-116.18389280047099
SR-00650,PIPE-0494,Stormwater,Southwest,Culvert Blockage,2025-02-27,2025-03-16,Pending,Low,SCADA,43.55573877245414,-116.22996906471732
SR-00651,PIPE-0398,Sewer,Downtown,Root Intrusion Report,2024-09-23,2024-11-02,Resolved,High,311 App,43.614258269380805,-116.20063572492296
SR-00652,PIPE-0324,Water,West Boise,No Water,2025-03-27,,Pending,Medium,Web Form,43.63598315699673,-116.3141284638474
SR-00653,PIPE-0467,Water,Southwest,No Water,2024-11-20,2024-12-28,Pending,Critical,SCADA,43.56238699780291,-116.29861001031611
SR-00654,PIPE-0467,Water,Southwest,Discolored Water,2025-06-03,2025-06-13,Pending,Medium,Phone,43.5611594780535,-116.29665931610594
SR-00655,PIPE-0029,Water,Downtown,Low Pressure,2024-07-09,,Resolved,Low,311 App,43.62523166340929,-116.1854199589543
SR-00656,PIPE-0297,Stormwater,Southwest,Culvert Blockage,2025-12-14,,Pending,Low,311 App,43.549208658420056,-116.28001506498912
SR-00657,PIPE-0404,Water,Southeast,Discolored Water,2024-10-25,2024-12-05,In Review,Medium,Web Form,43.538414276021356,-116.19811350233498
SR-00658,PIPE-0258,Stormwater,East Bench,Erosion Report,2025-12-12,2026-01-20,In Review,Low,SCADA,43.60918309464969,-116.14749198844032
SR-00659,PIPE-0228,Sewer,Downtown,Manhole Overflow,2025-02-01,2025-02-17,In Review,Critical,Phone,43.61482319909422,-116.22055713376828
SR-00660,PIPE-0117,Water,North End,Discolored Water,2024-05-27,,Pending,High,Web Form,43.638165410426595,-116.17408980407671
SR-00661,PIPE-0450,Water,West Boise,No Water,2024-07-15,2024-07-16,In Review,Medium,Phone,43.617152647895395,-116.25992528942805
SR-00662,PIPE-0043,Water,Downtown,Hydrant Issue,2024-01-19,,Pending,High,311 App,43.60641484849026,-116.22191676176178
SR-00663,PIPE-0396,Sewer,Southwest,Root Intrusion Report,2025-01-18,2025-02-12,In Review,High,311 App,43.5733683097424,-116.24035717612239
SR-00664,PIPE-0466,Stormwater,Southeast,Culvert Blockage,2025-11-29,2025-12-16,In Review,Medium,SCADA,43.539708554733835,-116.19936826949689
SR-00665,PIPE-0475,Stormwater,Southwest,Clogged Drain,2025-09-04,2025-10-01,Pending,Medium,SCADA,43.587496127600964,-116.29483933879831
SR-00666,PIPE-0430,Water,Southeast,Discolored Water,2024-06-12,2024-07-19,Resolved,Critical,311 App,43.57443128901766,-116.20060284127167
SR-00667,PIPE-0477,Sewer,Downtown,Odor Complaint,2025-09-11,,In Review,Medium,Phone,43.614152116659575,-116.18448489754273
SR-00668,PIPE-0078,Water,Southwest,Discolored Water,2025-02-24,,In Review,High,Web Form,43.571399803355476,-116.26559447430928
SR-00669,PIPE-0494,Stormwater,Southwest,Clogged Drain,2025-03-22,,In Review,Critical,Phone,43.556476672561836,-116.22984212053893
SR-00670,PIPE-0418,Sewer,Downtown,Slow Drain,2024-07-03,,Resolved,High,Web Form,43.600494009510115,-116.18936872862034
SR-00671,PIPE-0261,Sewer,Downtown,Manhole Overflow,2024-12-13,,In Review,Low,Phone,43.6006188051265,-116.19710486752452
SR-00672,PIPE-0447,Sewer,East Bench,Manhole Overflow,2024-10-06,2024-10-21,Resolved,Low,Phone,43.6111400149157,-116.17662255513818
SR-00673,PIPE-0491,Sewer,Southwest,Root Intrusion Report,2024-03-19,2024-04-07,In Review,Low,Web Form,43.552187305624535,-116.29463307919944
SR-00674,PIPE-0031,Stormwater,East Bench,Erosion Report,2025-07-02,2025-07-28,Resolved,Low,311 App,43.605424353193,-116.17595142449271
SR-00675,PIPE-0222,Sewer,East Bench,Odor Complaint,2025-02-02,,Resolved,Low,311 App,43.61648244985093,-116.17628935454577
SR-00676,PIPE-0333,Stormwater,Southeast,Standing Water,2025-05-24,2025-06-27,Resolved,High,Web Form,43.54515975352909,-116.18498194909942
SR-00677,PIPE-0244,Water,Southeast,No Water,2024-10-15,2024-11-10,Pending,Low,SCADA,43.595896881882226,-116.20112915389848
SR-00678,PIPE-0420,Stormwater,West Boise,Clogged Drain,2024-04-24,2024-05-22,Resolved,Low,Phone,43.59873208692721,-116.33976244690507
SR-00679,PIPE-0073,Sewer,North End,Odor Complaint,2024-10-18,,In Review,Medium,311 App,43.62512561803259,-116.20090860979838
SR-00680,PIPE-0475,Stormwater,Southwest,Street Flooding,2025-08-04,2025-09-18,Resolved,Critical,SCADA,43.58442469698719,-116.2936945943697
SR-00681,PIPE-0210,Water,Southwest,Hydrant Issue,2025-08-31,2025-09-18,In Review,Low,Phone,43.55109474906261,-116.25430935006383
SR-00682,PIPE-0295,Sewer,Southwest,Slow Drain,2024-01-21,,Pending,Critical,311 App,43.54855500188613,-116.23193549581003
SR-00683,PIPE-0247,Stormwater,West Boise,Clogged Drain,2024-03-04,,In Review,Medium,Web Form,43.609538567156314,-116.31870388133011
SR-00684,PIPE-0455,Water,Downtown,Low Pressure,2024-01-04,,Pending,Medium,Web Form,43.62497708716649,-116.18676715935531
SR-00685,PIPE-0158,Sewer,Downtown,Odor Complaint,2025-12-27,,In Review,Medium,SCADA,43.61732880512172,-116.21953622221437
SR-00686,PIPE-0311,Stormwater,Southwest,Street Flooding,2025-08-01,2025-08-05,Pending,Critical,SCADA,43.58474605639883,-116.23851444544947
SR-00687,PIPE-0087,Water,North End,Hydrant Issue,2024-09-06,2024-09-18,Resolved,Critical,Phone,43.63841896063586,-116.19262439126017
SR-00688,PIPE-0310,Stormwater,East Bench,Street Flooding,2024-03-26,2024-05-06,In Review,Critical,Phone,43.5995515975835,-116.17658098059154
SR-00689,PIPE-0465,Water,Downtown,Low Pressure,2024-11-08,2024-11-15,Resolved,Medium,Phone,43.609665296042735,-116.17884059223542
SR-00690,PIPE-0189,Sewer,Downtown,Sewer Backup,2024-08-19,2024-08-29,In Review,Medium,Web Form,43.61496884600767,-116.18622065357395
SR-00691,PIPE-0493,Sewer,Downtown,Sewer Backup,2024-03-05,2024-03-26,Pending,Critical,SCADA,43.61083157098123,-116.21939742952456
SR-00692,PIPE-0357,Stormwater,Southeast,Clogged Drain,2025-10-06,2025-11-13,Resolved,Low,Web Form,43.58925144913657,-116.20169975857075
SR-00693,PIPE-0063,Stormwater,Downtown,Street Flooding,2025-09-13,2025-10-10,Pending,Low,Web Form,43.60971374794487,-116.20637900299373
SR-00694,PIPE-0209,Water,Southeast,No Water,2025-10-20,,Pending,High,SCADA,43.58477878031869,-116.19929777225802
SR-00695,PIPE-0330,Sewer,Southeast,Odor Complaint,2024-06-03,2024-06-28,In Review,Critical,SCADA,43.556616877465096,-116.18662145777064
SR-00696,PIPE-0024,Water,West Boise,Leak Report,2024-04-06,,Resolved,High,Phone,43.64306071436734,-116.31877093719476
SR-00697,PIPE-0071,Sewer,Downtown,Slow Drain,2025-03-21,2025-03-22,In Review,High,Phone,43.616126326303174,-116.17456868091158
SR-00698,PIPE-0225,Stormwater,Southwest,Standing Water,2025-10-04,2025-11-13,Pending,High,311 App,43.55886387937158,-116.29538462276976
SR-00699,PIPE-0146,Water,Southeast,Hydrant Issue,2024-01-23,2024-02-28,Pending,High,SCADA,43.587947640402774,-116.18080422666365
SR-00700,PIPE-0019,Sewer,Downtown,Odor Complaint,2025-08-07,,Resolved,Medium,Web Form,43.613667178248015,-116.22015182667248
SR-00701,PIPE-0446,Water,West Boise,Water Main Break,2025-04-14,2025-05-25,Resolved,Critical,311 App,43.63842396599951,-116.31174313081812
SR-00702,PIPE-0274,Sewer,Southeast,Odor Complaint,2024-01-29,,Resolved,Medium,SCADA,43.57291935311919,-116.1970133319281
SR-00703,PIPE-0422,Sewer,Southwest,Manhole Overflow,2024-02-02,,Pending,Low,SCADA,43.588090859054624,-116.29809749221462
SR-00704,PIPE-0299,Stormwater,North End,Erosion Report,2024-01-19,2024-01-31,In Review,High,Web Form,43.659939333832035,-116.20353031023534
SR-00705,PIPE-0390,Water,East Bench,No Water,2025-07-06,2025-07-19,Resolved,High,SCADA,43.59268748508128,-116.14758678594028
SR-00706,PIPE-0476,Sewer,Downtown,Odor Complaint,2025-09-25,2025-10-26,In Review,Low,Web Form,43.606507976162206,-116.21853802516351
SR-00707,PIPE-0374,Water,Southwest,Low Pressure,2025-04-02,2025-04-03,Resolved,Medium,311 App,43.59617162817838,-116.2301371846016
SR-00708,PIPE-0050,Sewer,Southeast,Root Intrusion Report,2025-02-16,,Pending,Medium,311 App,43.56345564187527,-116.16574873772987
SR-00709,PIPE-0215,Water,North End,Discolored Water,2024-04-09,2024-05-16,Pending,High,SCADA,43.659636302020594,-116.23179285474114
SR-00710,PIPE-0331,Water,North End,Leak Report,2024-01-20,2024-02-23,Resolved,Critical,311 App,43.63767092001394,-116.17625490643911
SR-00711,PIPE-0273,Water,West Boise,Low Pressure,2025-01-16,2025-01-24,Resolved,High,Web Form,43.63455206438391,-116.25635228423012
SR-00712,PIPE-0469,Stormwater,Southeast,Standing Water,2025-09-01,2025-09-27,Pending,High,SCADA,43.564502504368974,-116.1982834975004
SR-00713,PIPE-0173,Stormwater,West Boise,Street Flooding,2025-01-18,,Pending,Medium,Phone,43.63933031660735,-116.3151583552308
SR-00714,PIPE-0192,Water,North End,Water Main Break,2025-03-22,2025-03-31,Pending,Medium,Phone,43.67979576284096,-116.1934157998539
SR-00715,PIPE-0371,Stormwater,Downtown,Erosion Report,2024-12-05,,Pending,Low,Web Form,43.60988561575971,-116.22007839873729
SR-00716,PIPE-0431,Water,Southwest,Water Main Break,2025-07-08,,Pending,Medium,SCADA,43.569267030351,-116.29083244437957
SR-00717,PIPE-0298,Sewer,Downtown,Sewer Backup,2024-08-25,2024-09-15,Pending,Low,Phone,43.614678879435694,-116.21908538337506
SR-00718,PIPE-0353,Stormwater,East Bench,Street Flooding,2024-06-19,2024-07-28,Resolved,Medium,SCADA,43.58221390319927,-116.17626066050093
SR-00719,PIPE-0008,Water,Southwest,Discolored Water,2024-03-10,2024-04-10,In Review,Medium,SCADA,43.57148361391774,-116.25880960525309
SR-00720,PIPE-0386,Water,West Boise,Hydrant Issue,2025-10-19,2025-11-04,Pending,High,Web Form,43.63581557539381,-116.26531212324176
SR-00721,PIPE-0333,Stormwater,Southeast,Erosion Report,2024-11-08,,Resolved,High,311 App,43.54368032086812,-116.18491100654511
SR-00722,PIPE-0024,Water,West Boise,Low Pressure,2025-01-12,2025-02-10,Resolved,High,311 App,43.64380337204443,-116.31711807171204
SR-00723,PIPE-0465,Water,Downtown,Leak Report,2025-09-05,,Pending,High,Web Form,43.60889646370859,-116.17894625692945
SR-00724,PIPE-0291,Sewer,Southwest,Slow Drain,2024-12-31,2025-01-20,In Review,High,311 App,43.56694706732146,-116.27289158217057
SR-00725,PIPE-0029,Water,Downtown,Hydrant Issue,2025-08-17,,Pending,Medium,Web Form,43.62426553983996,-116.18567879194275
SR-00726,PIPE-0398,Sewer,Downtown,Root Intrusion Report,2024-12-07,,In Review,Low,Phone,43.61349394289079,-116.20107559543914
SR-00727,PIPE-0017,Sewer,North End,Root Intrusion Report,2024-03-11,2024-03-27,In Review,Medium,SCADA,43.658762356352256,-116.20153708058517
SR-00728,PIPE-0459,Sewer,North End,Sewer Backup,2024-06-28,2024-08-03,Pending,Medium,SCADA,43.62638822023139,-116.20264380298013
SR-00729,PIPE-0375,Water,Southwest,No Water,2025-07-22,2025-08-12,Resolved,High,Phone,43.586014908542545,-116.2323869619903
SR-00730,PIPE-0020,Water,North End,Water Main Break,2025-11-07,,In Review,Medium,SCADA,43.640181671198064,-116.21932200428176
SR-00731,PIPE-0452,Sewer,Southeast,Odor Complaint,2025-06-08,2025-06-15,Pending,Critical,Phone,43.57173514945385,-116.16008857387692
SR-00732,PIPE-0322,Sewer,Downtown,Manhole Overflow,2025-05-05,2025-05-30,In Review,Critical,311 App,43.62794774771662,-116.19688706442446
SR-00733,PIPE-0050,Sewer,Southeast,Odor Complaint,2024-05-19,2024-06-25,Pending,Critical,Web Form,43.5636976751464,-116.16818417979918
SR-00734,PIPE-0469,Stormwater,Southeast,Street Flooding,2025-08-11,2025-08-13,Resolved,Low,Web Form,43.56418676224362,-116.19969024223039
SR-00735,PIPE-0171,Stormwater,West Boise,Erosion Report,2024-08-27,2024-10-10,Resolved,Low,311 App,43.642048210316254,-116.3142816049986
SR-00736,PIPE-0038,Sewer,Downtown,Odor Complaint,2024-10-21,,Pending,High,Web Form,43.616861012716264,-116.21824334770736
SR-00737,PIPE-0246,Stormwater,West Boise,Erosion Report,2025-09-21,2025-10-29,Pending,Medium,Web Form,43.645804540862535,-116.32278966824047
SR-00738,PIPE-0256,Water,Downtown,Discolored Water,2025-12-28,2026-01-31,In Review,Low,311 App,43.62471660045217,-116.19834617157527
SR-00739,PIPE-0299,Stormwater,North End,Street Flooding,2025-04-18,2025-05-27,Resolved,High,Phone,43.66041619100262,-116.20298178434646
SR-00740,PIPE-0469,Stormwater,Southeast,Culvert Blockage,2024-03-24,2024-04-15,In Review,High,Web Form,43.56596976214959,-116.19875645926301
SR-00741,PIPE-0098,Stormwater,Downtown,Culvert Blockage,2024-07-30,2024-08-10,Pending,Low,311 App,43.62472890084165,-116.20430344878227
SR-00742,PIPE-0368,Sewer,West Boise,Root Intrusion Report,2025-06-24,2025-07-22,Resolved,Low,Phone,43.61615701842791,-116.30973663980568
SR-00743,PIPE-0170,Sewer,Downtown,Odor Complaint,2024-03-22,,In Review,Low,311 App,43.600951553994264,-116.19737021946285
SR-00744,PIPE-0066,Stormwater,Downtown,Street Flooding,2025-08-09,2025-08-20,Pending,Critical,311 App,43.613535626102795,-116.22140877215385
SR-00745,PIPE-0162,Sewer,Downtown,Odor Complaint,2025-03-09,2025-03-24,Resolved,High,311 App,43.61553417666656,-116.22014128220196
SR-00746,PIPE-0103,Stormwater,Downtown,Clogged Drain,2025-11-15,,In Review,Critical,311 App,43.60958451521231,-116.20528284850973
SR-00747,PIPE-0010,Water,North End,Discolored Water,2025-08-21,,In Review,Medium,SCADA,43.67687049508233,-116.17529572676796
SR-00748,PIPE-0345,Stormwater,Southeast,Standing Water,2024-05-04,,Resolved,Low,Web Form,43.54130540712282,-116.18557259561166
SR-00749,PIPE-0418,Sewer,Downtown,Odor Complaint,2024-05-05,,Resolved,Medium,Web Form,43.59884870966419,-116.18763284584455
SR-00750,PIPE-0191,Sewer,North End,Slow Drain,2024-12-17,2025-01-20,Resolved,Critical,SCADA,43.6722544436203,-116.21116651680926
SR-00751,PIPE-0340,Stormwater,West Boise,Standing Water,2024-12-23,2025-01-31,In Review,Medium,Phone,43.63368491940934,-116.30888908339254
SR-00752,PIPE-0305,Water,Downtown,Water Main Break,2024-01-08,2024-02-12,Pending,Low,Web Form,43.61707647646653,-116.20530940489809
SR-00753,PIPE-0076,Sewer,Southwest,Slow Drain,2024-03-29,2024-04-23,Resolved,Critical,Phone,43.54236227341994,-116.29262958437117
SR-00754,PIPE-0065,Water,West Boise,Leak Report,2025-01-23,,In Review,Low,Phone,43.65542027665531,-116.29068194578862
SR-00755,PIPE-0433,Stormwater,Southwest,Culvert Blockage,2024-07-05,2024-07-16,In Review,Critical,SCADA,43.58223643693056,-116.27368353829615
SR-00756,PIPE-0154,Water,Downtown,Water Main Break,2024-06-30,2024-07-25,Pending,Low,SCADA,43.613338173593846,-116.21117979461525
SR-00757,PIPE-0342,Sewer,West Boise,Manhole Overflow,2025-12-14,2026-01-04,Pending,High,SCADA,43.60846394194655,-116.2617655852082
SR-00758,PIPE-0403,Sewer,Southwest,Root Intrusion Report,2024-05-07,,In Review,Low,Phone,43.577451659818294,-116.27726802714346
SR-00759,PIPE-0211,Sewer,North End,Manhole Overflow,2025-05-13,2025-06-10,In Review,Low,Web Form,43.67701604002867,-116.18547727116302
SR-00760,PIPE-0114,Sewer,Downtown,Root Intrusion Report,2025-06-25,2025-07-10,Pending,Medium,311 App,43.62339137787496,-116.19909746918496
SR-00761,PIPE-0058,Stormwater,Southeast,Culvert Blockage,2025-05-22,2025-07-06,In Review,Low,Phone,43.53869253285246,-116.19985367578973
SR-00762,PIPE-0385,Water,Downtown,Water Main Break,2025-09-20,2025-10-08,Pending,Low,Phone,43.60132463260983,-116.19507232305858
SR-00763,PIPE-0248,Sewer,West Boise,Slow Drain,2025-04-09,,Resolved,Critical,Web Form,43.64050506393494,-116.25658790806216
SR-00764,PIPE-0186,Sewer,Southeast,Sewer Backup,2025-07-20,2025-07-28,Pending,High,311 App,43.58783038029316,-116.18348455589198
SR-00765,PIPE-0324,Water,West Boise,Leak Report,2025-06-19,2025-07-22,Resolved,Critical,SCADA,43.63656759829722,-116.31641642306847
SR-00766,PIPE-0267,Stormwater,Downtown,Erosion Report,2024-08-27,,Pending,Critical,311 App,43.614056600376934,-116.22162282764218
SR-00767,PIPE-0185,Sewer,West Boise,Sewer Backup,2025-09-11,,Pending,Medium,SCADA,43.63819229850481,-116.30196784116242
SR-00768,PIPE-0221,Sewer,Downtown,Manhole Overflow,2024-05-16,,Resolved,High,311 App,43.6039168351209,-116.20830145724992
SR-00769,PIPE-0105,Water,Southeast,Water Main Break,2024-03-28,2024-05-09,Pending,Critical,Phone,43.53802929122056,-116.17135215233588
SR-00770,PIPE-0020,Water,North End,No Water,2024-02-27,2024-03-30,In Review,High,311 App,43.639193104603024,-116.22182075586967
SR-00771,PIPE-0109,Sewer,Downtown,Sewer Backup,2024-09-02,2024-10-14,Resolved,Critical,Web Form,43.598395162730064,-116.19718283287038
SR-00772,PIPE-0387,Stormwater,Downtown,Street Flooding,2024-10-10,2024-11-09,In Review,Critical,Phone,43.61638063521641,-116.17306814568472
SR-00773,PIPE-0172,Water,Southeast,Discolored Water,2025-08-11,2025-08-23,Pending,Low,SCADA,43.542371927619776,-116.15159419630861
SR-00774,PIPE-0087,Water,North End,No Water,2024-01-15,,In Review,Medium,Phone,43.63923786406075,-116.1941274708198
SR-00775,PIPE-0405,Water,Southeast,Water Main Break,2024-02-22,,Pending,Critical,311 App,43.559540169079945,-116.18799455107181
SR-00776,PIPE-0368,Sewer,West Boise,Manhole Overflow,2024-06-01,2024-06-30,Resolved,Medium,311 App,43.61384519013079,-116.31233911532105
SR-00777,PIPE-0150,Sewer,Southeast,Manhole Overflow,2025-02-04,2025-03-03,Resolved,High,Phone,43.561357080638366,-116.19982519455006
SR-00778,PIPE-0384,Water,Downtown,Water Main Break,2024-12-13,2025-01-21,Resolved,Low,311 App,43.613311731298786,-116.17645375402768
SR-00779,PIPE-0433,Stormwater,Southwest,Standing Water,2025-07-30,2025-08-01,Resolved,Critical,311 App,43.58135502623488,-116.2719412305998
