segment_id,system_type,corridor_name,district,pipe_class,pipe_material,diameter_inches,length_ft,depth_ft,install_year,asset_age_years,condition_score,breaks_last_5yr,soil_corrosivity,capacity_utilization_pct,ii_risk_flag,criticality_class,estimated_replacement_cost_usd,last_inspection_date,inspection_method,lat,lon
SEW-03817,Wastewater,Gowen Rd,Southeast,lateral,PVC,10,2120,11.0,2019,7,96,0,0.55,35.8,False,Low,671752,2025-09-18,Flow Monitoring,43.544182,-116.171229
SEW-03818,Wastewater,Myrtle St,Downtown,collector,Vitrified Clay,24,1773,6.9,1936,90,44,5,0.78,57.0,True,Medium,523191,2023-03-29,CCTV,43.607654,-116.191894
SEW-03819,Wastewater,Bannock St,Downtown,lateral,Vitrified Clay,12,1212,7.1,1933,93,33,6,0.78,97.8,True,Medium,596599,2024-10-29,Flow Monitoring,43.611301,-116.184367
SEW-03820,Wastewater,Eastman St,North End,lateral,Concrete,10,280,20.2,1951,75,71,1,0.72,61.5,False,Medium,115208,2023-11-27,Flow Monitoring,43.63894,-116.223023
SEW-03821,Wastewater,Victory Rd,Southeast,collector,Vitrified Clay,15,476,17.5,1960,66,59,6,0.55,23.0,True,Low,129587,2023-12-10,Flow Monitoring,43.570158,-116.2
SEW-03822,Wastewater,Franklin Rd,West Boise,collector,PVC,21,1984,11.7,1995,31,91,0,0.5,41.3,False,High,856725,2023-11-09,Manhole Inspection,43.607999,-116.257425
SEW-03823,Wastewater,Jefferson St,Downtown,collector,Concrete,18,2478,24.8,1959,67,76,2,0.78,70.6,False,Critical,803735,2025-01-27,Smoke Test,43.615941,-116.22
SEW-03824,Wastewater,Overland Rd,Southwest,trunk,Orangeburg,48,1112,7.9,1966,60,49,5,0.6,82.7,True,High,1021275,2023-02-17,CCTV,43.589784,-116.281455
SEW-03825,Wastewater,Shaw Mountain Rd,East Bench,lateral,Vitrified Clay,8,1636,13.2,1967,59,51,6,0.45,84.8,True,High,422934,2022-12-21,Manhole Inspection,43.617113,-116.151055
SEW-03826,Wastewater,Joplin Rd,West Boise,trunk,PVC,36,1889,5.7,2021,5,98,0,0.5,28.3,False,Medium,1214438,2024-07-18,CCTV,43.6,-116.31084
SEW-03827,Wastewater,Franklin Rd,West Boise,collector,Concrete,12,2455,6.0,1990,36,92,0,0.5,54.3,False,Low,781996,2023-03-25,Manhole Inspection,43.609695,-116.271922
SEW-03828,Wastewater,Broadway Ave,Southeast,trunk,Concrete,36,304,7.2,1974,52,84,0,0.55,62.1,False,High,54793,2025-04-24,CCTV,43.587774,-116.188969
SEW-03829,Wastewater,Overland Rd,Southwest,trunk,PVC,42,2192,10.2,1990,36,100,0,0.6,74.5,False,Critical,1248687,2024-09-24,Flow Monitoring,43.588567,-116.245703
SEW-03830,Wastewater,Cole Rd,Southwest,collector,Concrete,21,1743,17.7,1990,36,84,0,0.6,50.0,False,Medium,565499,2024-09-09,Smoke Test,43.547509,-116.256695
SEW-03831,Wastewater,Warm Springs Ave,East Bench,collector,Concrete,21,1332,9.6,1953,73,72,1,0.45,86.3,False,Medium,813795,2025-02-03,Smoke Test,43.609463,-116.172326
SEW-03832,Wastewater,Eagle Rd,West Boise,trunk,PVC,30,2256,11.9,2017,9,89,0,0.5,26.5,False,High,599401,2024-10-05,Dye Test,43.6,-116.351451
SEW-03833,Wastewater,Ustick Rd,West Boise,collector,PVC,15,1380,24.3,2021,5,99,0,0.5,55.8,False,Medium,219796,2024-02-17,CCTV,43.635922,-116.335978
SEW-03834,Wastewater,Eastman St,North End,lateral,Orangeburg,30,734,14.6,1955,71,53,5,0.72,100.0,True,High,524098,2025-01-01,Dye Test,43.642509,-116.23
SEW-03835,Wastewater,Idaho St,Downtown,lateral,Vitrified Clay,18,1655,9.7,1942,84,41,4,0.78,61.4,True,Medium,953203,2022-12-08,Manhole Inspection,43.616697,-116.203055
SEW-03836,Wastewater,Victory Rd,Southwest,collector,Concrete,24,2480,14.7,1962,64,86,2,0.6,100.0,False,Medium,1309585,2023-11-16,Smoke Test,43.567559,-116.25989
SEW-03837,Wastewater,Fairview Ave,West Boise,trunk,PVC,48,2359,11.0,2018,8,96,0,0.5,36.3,False,Medium,1957796,2023-12-24,Manhole Inspection,43.6151,-116.298968
SEW-03838,Wastewater,Gowen Rd,Southeast,lateral,PVC,8,1202,15.7,1997,29,100,1,0.55,17.1,False,Medium,511613,2023-09-25,CCTV,43.540679,-116.14746
SEW-03839,Wastewater,Milwaukee St,Southeast,lateral,Concrete,12,1511,14.5,1970,56,70,0,0.55,54.6,False,High,443250,2025-01-13,CCTV,43.54,-116.2
SEW-03840,Wastewater,Lander St,Downtown,trunk,Vitrified Clay,48,1322,12.7,1939,87,41,8,0.78,88.0,True,Medium,1171199,2025-06-19,Dye Test,43.601091,-116.22
SEW-03841,Wastewater,Franklin Rd,West Boise,collector,HDPE,21,1560,18.4,2023,3,96,0,0.5,35.2,False,High,870415,2024-11-14,Dye Test,43.60624,-116.28259
SEW-03842,Wastewater,Front St,Downtown,collector,Vitrified Clay,12,444,10.7,1965,61,61,6,0.78,57.3,True,Medium,175724,2023-10-17,Manhole Inspection,43.604942,-116.22
SEW-03843,Wastewater,Overland Rd,Southwest,trunk,PVC,36,332,16.4,1978,48,84,0,0.6,52.3,False,Medium,120432,2024-04-17,Flow Monitoring,43.586935,-116.264618
SEW-03844,Wastewater,Jefferson St,Downtown,collector,Concrete,12,751,23.8,1955,71,74,3,0.78,39.2,False,Low,348546,2023-08-23,Manhole Inspection,43.614131,-116.22
SEW-03845,Wastewater,Bogus Basin Rd,North End,lateral,Vitrified Clay,8,1723,19.3,1937,89,41,6,0.72,51.7,True,Medium,523122,2022-11-19,CCTV,43.68,-116.20721
SEW-03846,Wastewater,Curtis Rd,Southwest,lateral,Ductile Iron,15,840,7.4,1980,46,66,0,0.6,74.0,False,Critical,239279,2023-03-05,Dye Test,43.580302,-116.220619
SEW-03847,Wastewater,Orchard St,Southeast,collector,PVC,18,2127,7.9,1995,31,86,0,0.55,37.2,False,Medium,955312,2024-11-08,Flow Monitoring,43.58334,-116.2
SEW-03848,Wastewater,Milwaukee St,Southeast,lateral,Vitrified Clay,18,394,9.4,1970,56,59,8,0.55,39.0,True,Medium,165739,2024-07-14,Flow Monitoring,43.572039,-116.2
SEW-03849,Wastewater,Vista Ave,Southeast,collector,Ductile Iron,12,2246,15.1,1981,45,80,2,0.55,70.2,False,Medium,517391,2025-11-10,CCTV,43.587588,-116.2
SEW-03850,Wastewater,State St,West Boise,collector,Ductile Iron,18,1690,7.8,2008,18,99,1,0.5,72.8,False,Low,518276,2025-10-08,CCTV,43.637971,-116.284505
SEW-03851,Wastewater,Capitol Blvd,Downtown,trunk,Concrete,48,1147,8.0,1953,73,73,5,0.78,51.7,False,High,578014,2025-01-12,Manhole Inspection,43.626,-116.199862
SEW-03852,Wastewater,Resseguie St,North End,lateral,Vitrified Clay,12,1173,18.4,1949,77,55,8,0.72,72.5,True,Medium,463492,2025-03-30,CCTV,43.634094,-116.192308
SEW-03853,Wastewater,Eisenman Rd,Southeast,collector,PVC,18,1032,24.1,2018,8,97,0,0.55,13.7,False,Medium,582383,2024-05-12,Manhole Inspection,43.556724,-116.167959
SEW-03854,Wastewater,Overland Rd,Southwest,trunk,Concrete,48,2465,15.1,1960,66,79,0,0.6,35.1,False,Critical,1539829,2024-01-28,Manhole Inspection,43.587762,-116.307256
SEW-03855,Wastewater,Franklin Rd,West Boise,collector,Ductile Iron,24,209,11.8,2002,24,96,1,0.5,36.7,False,High,99672,2022-12-30,Smoke Test,43.606187,-116.270668
SEW-03856,Wastewater,Fairview Ave,West Boise,trunk,PVC,24,2057,12.0,2013,13,97,0,0.5,28.0,False,Medium,1172165,2023-08-18,Dye Test,43.617445,-116.2571
SEW-03857,Wastewater,Overland Rd,Southeast,collector,Ductile Iron,15,465,11.4,1983,43,78,1,0.55,44.5,False,Medium,161687,2025-10-06,Smoke Test,43.589677,-116.192222
SEW-03858,Wastewater,Victory Rd,Southeast,collector,PVC,18,1119,16.1,1988,38,100,0,0.55,80.0,False,Medium,214220,2024-12-18,Manhole Inspection,43.569699,-116.164806
SEW-03859,Wastewater,Myrtle St,Downtown,collector,Vitrified Clay,21,623,22.7,1939,87,40,6,0.78,87.5,True,Medium,297017,2022-12-15,Manhole Inspection,43.606877,-116.22
SEW-03860,Wastewater,Maple Grove Rd,Southwest,collector,Ductile Iron,12,1871,15.0,1968,58,67,2,0.6,40.3,False,Medium,918868,2023-01-11,CCTV,43.579741,-116.274899
SEW-03861,Wastewater,Milwaukee St,Southeast,lateral,Ductile Iron,10,863,11.7,1983,43,74,0,0.55,53.6,False,Low,215383,2023-04-05,Flow Monitoring,43.540916,-116.2
SEW-03862,Wastewater,Shaw Mountain Rd,East Bench,lateral,Concrete,8,1657,23.3,1977,49,75,0,0.45,48.2,False,Medium,607034,2025-11-26,Manhole Inspection,43.602956,-116.165259
SEW-03863,Wastewater,Joplin Rd,West Boise,trunk,PVC,42,735,5.8,2018,8,100,0,0.5,15.2,False,Medium,322987,2022-12-07,Dye Test,43.6,-116.312928
SEW-03864,Wastewater,Joplin Rd,West Boise,trunk,PVC,48,464,11.4,2022,4,100,0,0.5,96.5,False,High,222106,2024-09-26,Manhole Inspection,43.6,-116.309757
SEW-03865,Wastewater,Orchard St,Southeast,collector,Concrete,18,1673,5.9,1987,39,74,0,0.55,38.6,False,Medium,214218,2025-04-13,CCTV,43.595,-116.2
SEW-03866,Wastewater,Resseguie St,North End,lateral,Vitrified Clay,10,1714,24.0,1930,96,19,10,0.72,95.9,True,Medium,652665,2025-04-07,Flow Monitoring,43.634356,-116.204647
SEW-03867,Wastewater,Vista Ave,Southeast,collector,Concrete,24,686,7.3,1955,71,78,2,0.55,100.0,False,Medium,221401,2023-10-11,Flow Monitoring,43.56925,-116.2
SEW-03868,Wastewater,Myrtle St,Downtown,collector,Vitrified Clay,18,268,18.1,1939,87,31,6,0.78,85.8,True,Critical,37321,2024-03-04,Manhole Inspection,43.608228,-116.204764
SEW-03869,Wastewater,Overland Rd,Southwest,trunk,Concrete,24,2468,14.6,1974,52,79,1,0.6,70.1,False,Medium,880925,2025-09-17,Flow Monitoring,43.588523,-116.29959
SEW-03870,Wastewater,Warm Springs Ave,East Bench,collector,Vitrified Clay,18,1191,19.8,1963,63,51,7,0.45,78.1,True,Medium,619660,2023-01-31,CCTV,43.606992,-116.15307
SEW-03871,Wastewater,State St,West Boise,collector,PVC,21,1064,14.7,2004,22,95,1,0.5,9.0,False,Medium,605820,2024-02-05,Dye Test,43.637375,-116.287724
SEW-03872,Wastewater,Joplin Rd,West Boise,trunk,PVC,42,357,12.0,1996,30,98,0,0.5,30.5,False,Medium,280096,2024-11-21,Manhole Inspection,43.611918,-116.311674
SEW-03873,Wastewater,28th St,North End,lateral,Vitrified Clay,8,1866,17.1,1965,61,64,4,0.72,78.5,True,Low,670240,2024-06-18,Manhole Inspection,43.64211,-116.216513
SEW-03874,Wastewater,Hill Rd,North End,collector,Concrete,24,274,23.0,1962,64,77,4,0.72,74.4,False,Low,119265,2023-08-01,Flow Monitoring,43.658639,-116.177168
SEW-03875,Wastewater,Ustick Rd,West Boise,collector,Ductile Iron,18,627,12.5,2000,26,79,1,0.5,56.0,False,Critical,292611,2023-02-08,Flow Monitoring,43.63181,-116.285006
SEW-03876,Wastewater,Hill Rd,North End,collector,Vitrified Clay,21,256,7.3,1929,97,36,11,0.72,92.9,True,Medium,84271,2022-12-06,Dye Test,43.662714,-116.214913
SEW-03877,Wastewater,8th St,Downtown,lateral,Vitrified Clay,12,272,10.9,1939,87,43,3,0.78,100.0,True,Low,92777,2022-11-03,CCTV,43.6,-116.19624
SEW-03878,Wastewater,Shaw Mountain Rd,East Bench,lateral,Orangeburg,18,614,23.5,1958,68,57,3,0.45,49.0,True,High,184044,2023-06-17,Smoke Test,43.600241,-116.161979
SEW-03879,Wastewater,9th St,Downtown,lateral,Vitrified Clay,12,1630,13.8,1934,92,36,13,0.78,61.1,True,Medium,549964,2024-12-15,Smoke Test,43.6,-116.201352
SEW-03880,Wastewater,Franklin Rd,West Boise,collector,HDPE,21,1465,16.1,2012,14,100,0,0.5,48.2,False,Medium,655561,2023-05-23,CCTV,43.60693,-116.300891
SEW-03881,Wastewater,Eisenman Rd,Southeast,collector,Ductile Iron,15,566,6.9,2004,22,82,0,0.55,24.4,False,Low,166401,2024-12-14,Flow Monitoring,43.570676,-116.168356
SEW-03882,Wastewater,Myrtle St,Downtown,collector,Cast Iron,18,2034,5.7,1941,85,54,8,0.78,69.1,True,Low,494337,2023-11-06,Smoke Test,43.604525,-116.206609
SEW-03883,Wastewater,Milwaukee St,Southeast,lateral,Vitrified Clay,12,1362,15.0,1971,55,63,6,0.55,62.1,True,Medium,480988,2023-08-07,Dye Test,43.595,-116.2
SEW-03884,Wastewater,Resseguie St,North End,lateral,Concrete,8,1252,16.5,1948,78,80,4,0.72,50.6,False,Low,499526,2023-04-29,Dye Test,43.634518,-116.188147
SEW-03885,Wastewater,Front St,Downtown,collector,Concrete,24,2272,5.4,1941,85,77,2,0.78,76.9,False,Medium,543023,2024-11-04,Flow Monitoring,43.605911,-116.210714
SEW-03886,Wastewater,Bogus Basin Rd,North End,lateral,Concrete,15,1806,11.2,1963,63,77,0,0.72,100.0,False,Medium,333564,2023-08-02,CCTV,43.68,-116.185562
SEW-03887,Wastewater,Cloverdale Rd,West Boise,collector,PVC,18,695,20.3,2021,5,100,0,0.5,32.1,False,Low,170666,2023-06-25,CCTV,43.604879,-116.337431
SEW-03888,Wastewater,Fort St,North End,lateral,Vitrified Clay,30,983,11.8,1947,79,42,7,0.72,55.5,True,Critical,203647,2023-07-05,Smoke Test,43.636694,-116.218956
SEW-03889,Wastewater,Myrtle St,Downtown,collector,Vitrified Clay,24,1247,12.2,1938,88,42,3,0.78,91.9,True,Critical,218701,2023-12-13,Manhole Inspection,43.609633,-116.175
SEW-03890,Wastewater,Jefferson St,Downtown,collector,Concrete,18,779,12.4,1965,61,84,1,0.78,58.9,False,Medium,423802,2025-07-29,Dye Test,43.618198,-116.213859
SEW-03891,Wastewater,28th St,North End,lateral,Orangeburg,8,904,14.4,1958,68,45,2,0.72,52.6,True,High,127695,2024-03-14,CCTV,43.66577,-116.215368
SEW-03892,Wastewater,Eagle Rd,West Boise,trunk,Ductile Iron,48,1067,19.7,2001,25,91,0,0.5,59.7,False,High,442301,2025-01-12,Flow Monitoring,43.624097,-116.351382
SEW-03893,Wastewater,Bogus Basin Rd,North End,lateral,Vitrified Clay,8,833,13.9,1940,86,39,3,0.72,68.1,True,Medium,284713,2023-06-27,Dye Test,43.68,-116.209985
SEW-03894,Wastewater,Parkcenter Blvd,East Bench,trunk,PVC,48,706,20.2,1987,39,85,0,0.45,55.3,False,High,462529,2023-05-10,Manhole Inspection,43.603451,-116.175
SEW-03895,Wastewater,Victory Rd,Southwest,collector,Vitrified Clay,24,1385,20.7,1964,62,54,3,0.6,51.1,True,Medium,339992,2023-02-23,Smoke Test,43.568611,-116.271154
SEW-03896,Wastewater,Ten Mile Rd,West Boise,collector,PVC,21,2266,24.3,2015,11,90,1,0.5,26.7,False,Low,293050,2024-08-19,Flow Monitoring,43.6,-116.31411
SEW-03897,Wastewater,McMillan Rd,West Boise,collector,PVC,21,2253,8.8,2017,9,86,0,0.5,52.2,False,Low,740315,2024-10-06,CCTV,43.641255,-116.335062
SEW-03898,Wastewater,Victory Rd,Southeast,collector,Concrete,24,260,23.3,1983,43,81,1,0.55,40.7,False,Medium,113799,2024-11-10,Smoke Test,43.569049,-116.2
SEW-03899,Wastewater,8th St,Downtown,lateral,Cast Iron,18,592,13.1,1945,81,39,5,0.78,100.0,True,Critical,220898,2024-07-09,Flow Monitoring,43.613967,-116.199368
SEW-03900,Wastewater,Jefferson St,Downtown,collector,Vitrified Clay,12,688,15.6,1959,67,51,8,0.78,54.9,True,Low,259547,2023-11-15,Smoke Test,43.618228,-116.22
SEW-03901,Wastewater,Idaho St,Downtown,lateral,Vitrified Clay,12,1648,22.9,1932,94,37,8,0.78,93.8,True,Medium,536172,2025-05-23,Manhole Inspection,43.612656,-116.175
SEW-03902,Wastewater,Orchard St,Southeast,collector,Vitrified Clay,18,554,6.7,1970,56,63,4,0.55,41.8,True,Low,241549,2025-11-07,Dye Test,43.595,-116.2
SEW-03903,Wastewater,Overland Rd,Southeast,collector,Concrete,15,1756,5.8,1966,60,79,1,0.55,28.2,False,Low,299469,2024-12-10,Smoke Test,43.587119,-116.2
SEW-03904,Wastewater,Warm Springs Ave,East Bench,collector,Orangeburg,24,739,11.7,1956,70,50,8,0.45,87.9,True,Medium,357122,2025-02-06,Flow Monitoring,43.605868,-116.131109
SEW-03905,Wastewater,McMillan Rd,West Boise,collector,PVC,15,1581,6.3,1996,30,90,0,0.5,17.8,False,Critical,537229,2024-02-10,Flow Monitoring,43.640259,-116.316735
SEW-03906,Wastewater,Fairview Ave,West Boise,trunk,PVC,24,1816,15.5,2021,5,98,0,0.5,45.7,False,Medium,283696,2023-03-30,Manhole Inspection,43.613816,-116.28579
SEW-03907,Wastewater,Harrison Blvd,North End,collector,Vitrified Clay,24,1820,24.6,1952,74,47,6,0.72,91.3,True,Medium,459816,2023-09-23,Dye Test,43.636472,-116.200755
SEW-03908,Wastewater,State St,West Boise,collector,Ductile Iron,12,1391,14.4,2000,26,90,0,0.5,17.5,False,Medium,248134,2023-05-19,CCTV,43.634252,-116.243695
SEW-03909,Wastewater,28th St,North End,lateral,Vitrified Clay,6,273,22.9,1937,89,53,4,0.72,96.2,True,Low,36270,2024-01-04,Flow Monitoring,43.626,-116.21794
SEW-03910,Wastewater,Harrison Blvd,North End,collector,Vitrified Clay,12,2175,18.0,1950,76,43,6,0.72,90.1,True,Medium,465054,2024-02-03,Flow Monitoring,43.626,-116.201936
SEW-03911,Wastewater,Fairview Ave,West Boise,trunk,PVC,48,2369,8.4,2023,3,100,0,0.5,34.2,False,Critical,942954,2024-01-26,Smoke Test,43.616696,-116.329951
SEW-03912,Wastewater,Lander St,Downtown,trunk,Vitrified Clay,30,908,18.6,1963,63,65,3,0.78,100.0,True,High,679063,2025-09-17,CCTV,43.6,-116.22
SEW-03913,Wastewater,Resseguie St,North End,lateral,Concrete,8,1219,22.9,1962,64,74,2,0.72,67.2,False,Low,317225,2024-04-14,Smoke Test,43.637304,-116.17
SEW-03914,Wastewater,McMillan Rd,West Boise,collector,PVC,24,2399,17.0,1995,31,98,0,0.5,16.1,False,Critical,919440,2023-04-04,Dye Test,43.642411,-116.325097
SEW-03915,Wastewater,Harrison Blvd,North End,collector,Cast Iron,21,1087,21.7,1942,84,45,11,0.72,53.0,True,Low,271780,2023-11-27,Manhole Inspection,43.634983,-116.197078
SEW-03916,Wastewater,McMillan Rd,West Boise,collector,PVC,18,1577,12.2,1991,35,83,1,0.5,57.6,False,Low,196217,2023-04-26,CCTV,43.643265,-116.306827
SEW-03917,Wastewater,Fairview Ave,West Boise,trunk,PVC,30,673,17.6,1993,33,100,0,0.5,53.3,False,Critical,135896,2023-11-21,Dye Test,43.615663,-116.323415
SEW-03918,Wastewater,Cloverdale Rd,West Boise,collector,PVC,12,1358,21.1,2022,4,91,0,0.5,59.6,False,Medium,339369,2023-07-25,Manhole Inspection,43.6,-116.337581
SEW-03919,Wastewater,Capitol Blvd,Downtown,trunk,Vitrified Clay,24,541,22.7,1932,94,36,2,0.78,77.3,True,Medium,272872,2024-10-01,Manhole Inspection,43.6,-116.203814
SEW-03920,Wastewater,Harrison Blvd,North End,collector,Vitrified Clay,21,881,12.7,1925,101,32,11,0.72,62.7,True,High,419162,2023-09-30,Manhole Inspection,43.68,-116.198143
SEW-03921,Wastewater,Jefferson St,Downtown,collector,Concrete,21,1128,10.9,1949,77,82,1,0.78,84.3,False,Low,661349,2024-11-08,CCTV,43.614387,-116.210669
SEW-03922,Wastewater,Main St,Downtown,collector,Vitrified Clay,21,551,20.9,1929,97,39,8,0.78,53.1,True,Medium,152578,2024-07-08,CCTV,43.616147,-116.22
SEW-03923,Wastewater,Parkcenter Blvd,East Bench,trunk,Vitrified Clay,48,1682,22.9,1962,64,63,6,0.45,49.5,True,Medium,366109,2024-01-21,Flow Monitoring,43.58,-116.175
SEW-03924,Wastewater,Gowen Rd,Southeast,lateral,Ductile Iron,8,1666,9.5,2004,22,92,0,0.55,59.7,False,High,497353,2023-07-01,Smoke Test,43.540944,-116.164624
SEW-03925,Wastewater,Shaw Mountain Rd,East Bench,lateral,Concrete,30,1280,5.6,1966,60,79,0,0.45,67.6,False,Medium,752625,2022-12-19,Flow Monitoring,43.589377,-116.148914
SEW-03926,Wastewater,Victory Rd,Southeast,collector,Orangeburg,12,1825,5.4,1961,65,49,2,0.55,79.4,True,High,397742,2024-11-02,Manhole Inspection,43.569485,-116.175601
SEW-03927,Wastewater,Gowen Rd,Southeast,lateral,PVC,8,2017,16.6,2018,8,95,0,0.55,34.2,False,High,438208,2024-01-12,Smoke Test,43.541725,-116.144857
SEW-03928,Wastewater,Lander St,Downtown,trunk,Vitrified Clay,42,2220,12.0,1933,93,32,5,0.78,82.4,True,Critical,1086160,2022-12-19,Flow Monitoring,43.602165,-116.209785
SEW-03929,Wastewater,Maple Grove Rd,Southwest,collector,PVC,24,672,22.2,1994,32,100,0,0.6,45.6,False,Low,127449,2024-02-22,CCTV,43.567084,-116.274628
SEW-03930,Wastewater,Myrtle St,Downtown,collector,Vitrified Clay,18,865,10.9,1929,97,38,4,0.78,90.0,True,Medium,431129,2023-11-17,Manhole Inspection,43.60834,-116.22
SEW-03931,Wastewater,Overland Rd,Southeast,collector,Ductile Iron,15,504,13.9,1983,43,84,0,0.55,55.6,False,Medium,257779,2024-06-10,CCTV,43.590492,-116.160181
SEW-03932,Wastewater,Curtis Rd,Southwest,lateral,Orangeburg,24,1878,23.1,1955,71,55,7,0.6,74.6,True,Critical,579754,2023-12-13,Flow Monitoring,43.572183,-116.223073
SEW-03933,Wastewater,Joplin Rd,West Boise,trunk,Concrete,30,1241,24.6,1990,36,82,0,0.5,27.8,False,High,260497,2025-06-03,Flow Monitoring,43.6,-116.312267
SEW-03934,Wastewater,Capitol Blvd,Downtown,trunk,Concrete,24,1044,7.1,1949,77,77,2,0.78,68.5,False,Critical,213386,2024-09-05,CCTV,43.62302,-116.203779
SEW-03935,Wastewater,Chinden Blvd,West Boise,collector,PVC,12,2063,24.3,2023,3,94,0,0.5,39.7,False,Medium,594250,2023-07-22,Manhole Inspection,43.650974,-116.274998
SEW-03936,Wastewater,Main St,Downtown,collector,Cast Iron,12,461,23.6,1926,100,34,14,0.78,57.2,True,Medium,214077,2025-03-12,Flow Monitoring,43.615994,-116.175
SEW-03937,Wastewater,Ten Mile Rd,West Boise,collector,PVC,21,2464,10.8,1993,33,89,0,0.5,48.7,False,Low,466853,2024-10-07,Manhole Inspection,43.640592,-116.318109
SEW-03938,Wastewater,Franklin Rd,West Boise,collector,PVC,18,485,25.0,2001,25,89,0,0.5,37.4,False,Medium,129821,2023-09-14,Flow Monitoring,43.609017,-116.309722
SEW-03939,Wastewater,Lander St,Downtown,trunk,Concrete,48,797,6.2,1942,84,60,1,0.78,100.0,False,Medium,447879,2024-04-10,Smoke Test,43.6,-116.187813
SEW-03940,Wastewater,Joplin Rd,West Boise,trunk,Ductile Iron,24,1931,6.1,1994,32,91,1,0.5,49.3,False,Medium,807301,2023-12-21,CCTV,43.643645,-116.31143
SEW-03941,Wastewater,Ustick Rd,West Boise,collector,HDPE,24,809,13.5,2011,15,96,0,0.5,42.4,False,Critical,250239,2023-02-22,Manhole Inspection,43.631428,-116.266452
SEW-03942,Wastewater,Milwaukee St,Southeast,lateral,Ductile Iron,12,1530,7.0,1971,55,82,0,0.55,67.7,False,Low,418090,2024-02-27,CCTV,43.540066,-116.2
SEW-03943,Wastewater,Milwaukee St,Southeast,lateral,Concrete,18,1525,6.9,1957,69,70,2,0.55,31.2,False,Medium,814562,2025-05-03,Smoke Test,43.576646,-116.2
SEW-03944,Wastewater,McMillan Rd,West Boise,collector,PVC,21,1191,5.2,2008,18,92,0,0.5,31.7,False,Medium,451572,2025-08-31,Flow Monitoring,43.643796,-116.289447
SEW-03945,Wastewater,Cole Rd,Southwest,collector,Concrete,24,1515,7.2,1982,44,93,0,0.6,67.4,False,Medium,865968,2025-11-04,Manhole Inspection,43.56823,-116.256746
SEW-03946,Wastewater,8th St,Downtown,lateral,Vitrified Clay,10,1339,21.8,1945,81,46,7,0.78,92.0,True,Medium,246921,2024-09-02,Manhole Inspection,43.624098,-116.197069
SEW-03947,Wastewater,McMillan Rd,West Boise,collector,PVC,15,1969,6.9,2020,6,100,0,0.5,33.4,False,Low,580825,2025-01-17,Manhole Inspection,43.644554,-116.311775
SEW-03948,Wastewater,Bogus Basin Rd,North End,lateral,Cast Iron,24,2181,10.1,1929,97,32,9,0.72,88.6,True,Medium,301476,2023-04-07,CCTV,43.676881,-116.202209
SEW-03949,Wastewater,Myrtle St,Downtown,collector,Vitrified Clay,24,1541,18.9,1932,94,49,7,0.78,65.6,True,Critical,434799,2023-11-29,Smoke Test,43.607728,-116.195439
SEW-03950,Wastewater,Curtis Rd,Southwest,lateral,Vitrified Clay,8,1541,12.1,1956,70,50,5,0.6,75.2,True,Medium,460504,2022-09-21,Smoke Test,43.597941,-116.221057
SEW-03951,Wastewater,Five Mile Rd,Southwest,collector,Concrete,24,1293,13.0,1959,67,72,1,0.6,26.7,False,Low,210755,2024-12-15,Manhole Inspection,43.570753,-116.29708
SEW-03952,Wastewater,Idaho St,Downtown,lateral,Vitrified Clay,21,588,10.4,1952,74,56,9,0.78,77.5,True,Low,317372,2023-10-14,Smoke Test,43.611542,-116.214294
SEW-03953,Wastewater,Joplin Rd,West Boise,trunk,PVC,48,306,19.7,2021,5,92,0,0.5,29.2,False,High,230693,2024-10-16,CCTV,43.610842,-116.309804
SEW-03954,Wastewater,Franklin Rd,West Boise,collector,Ductile Iron,15,682,17.1,1997,29,75,1,0.5,16.4,False,High,335471,2025-01-08,Smoke Test,43.606762,-116.283395
SEW-03955,Wastewater,Bogus Basin Rd,North End,lateral,Vitrified Clay,12,959,7.7,1930,96,32,8,0.72,79.8,True,Low,96785,2024-09-20,Dye Test,43.658173,-116.195558
SEW-03956,Wastewater,Boise Ave,East Bench,collector,PVC,12,1939,7.3,1982,44,93,1,0.45,73.1,False,High,942295,2024-05-10,Smoke Test,43.598049,-116.175
SEW-03957,Wastewater,Orchard St,Southeast,collector,PVC,15,789,9.7,1986,40,82,0,0.55,39.8,False,High,254588,2025-05-09,Manhole Inspection,43.559124,-116.2
SEW-03958,Wastewater,Ten Mile Rd,West Boise,collector,PVC,12,1234,9.8,1999,27,84,0,0.5,58.8,False,High,360894,2023-01-27,Flow Monitoring,43.6,-116.316364
SEW-03959,Wastewater,Idaho St,Downtown,lateral,Concrete,12,1377,22.2,1964,62,65,3,0.78,100.0,False,Medium,319070,2024-01-27,Smoke Test,43.611861,-116.22
SEW-03960,Wastewater,McMillan Rd,West Boise,collector,PVC,24,1691,18.7,1990,36,95,0,0.5,5.0,False,Medium,682289,2024-08-31,Flow Monitoring,43.642153,-116.282129
SEW-03961,Wastewater,Resseguie St,North End,lateral,Vitrified Clay,8,2201,14.1,1936,90,46,8,0.72,89.9,True,Low,366091,2025-05-13,Flow Monitoring,43.635265,-116.195202
SEW-03962,Wastewater,State St,West Boise,collector,PVC,15,808,7.0,1994,32,90,0,0.5,20.7,False,Critical,400955,2024-10-04,CCTV,43.63451,-116.29435
SEW-03963,Wastewater,8th St,Downtown,lateral,Vitrified Clay,18,2147,20.3,1926,100,36,10,0.78,88.0,True,Low,298290,2023-08-26,Dye Test,43.6,-116.197762
