segment_id,system_type,location_name,district,pipe_material,diameter_inches,length_ft,install_year,asset_age_years,condition_score,breaks_last_5yr,capacity_utilization_pct,criticality_class,estimated_replacement_cost_usd,last_inspection_date,inspection_method,lat,lon
SEW-04014,Wastewater,28th St,North End,Cast Iron,18,1302,1960,66,23,4,51.3,Medium,555852,2023-08-16,Smoke Test,43.638555,-116.213605
SEW-04015,Wastewater,Bogus Basin Rd,North End,Concrete,10,1312,1946,80,55,0,79.1,Low,288076,2024-01-03,Smoke Test,43.68,-116.214871
SEW-04016,Wastewater,Main St,Downtown,Vitrified Clay,15,2126,1953,73,7,7,63.5,Low,886869,2023-04-05,Flow Monitoring,43.617571,-116.202388
SEW-04017,Wastewater,Curtis Rd,Southwest,Concrete,12,2278,1975,51,64,1,28.4,Low,733809,2025-01-14,Flow Monitoring,43.6,-116.222012
SEW-04018,Wastewater,Broadway Ave,Southeast,Vitrified Clay,30,1878,1956,70,30,7,46.1,Critical,1200760,2023-04-26,Flow Monitoring,43.595,-116.186134
SEW-04019,Wastewater,State St,West Boise,HDPE,18,2415,2009,17,92,0,39.7,Low,1224022,2024-10-26,Manhole Inspection,43.635035,-116.247643
SEW-04020,Wastewater,Front St,Downtown,Vitrified Clay,21,1830,1928,98,5,8,73.7,Low,693260,2022-12-22,Manhole Inspection,43.607812,-116.210412
SEW-04021,Wastewater,Jefferson St,Downtown,Vitrified Clay,21,634,1942,84,8,7,88.2,Medium,269387,2023-07-09,Dye Test,43.61552,-116.217966
SEW-04022,Wastewater,Parkcenter Blvd,East Bench,Concrete,42,911,1956,70,49,5,89.3,Critical,441862,2023-07-12,Dye Test,43.584449,-116.175
SEW-04023,Wastewater,Victory Rd,Southeast,Concrete,12,2167,1988,38,75,0,70.7,Critical,797361,2025-07-26,Smoke Test,43.570749,-116.2
SEW-04024,Wastewater,Hill Rd,North End,Vitrified Clay,24,275,1944,82,5,8,67.7,Low,72062,2023-07-01,Dye Test,43.657849,-116.179245
SEW-04025,Wastewater,Cloverdale Rd,West Boise,PVC,18,1352,2001,25,90,0,29.6,Medium,588841,2025-04-05,CCTV,43.6,-116.338977
SEW-04026,Wastewater,McMillan Rd,West Boise,PVC,24,1430,2001,25,80,1,36.4,Medium,965335,2022-10-26,Flow Monitoring,43.642523,-116.328973
SEW-04027,Wastewater,Amity Rd,Southwest,PVC,18,1980,1996,30,96,0,67.0,High,310375,2024-11-11,Smoke Test,43.555489,-116.26779
SEW-04028,Wastewater,Curtis Rd,Southwest,Vitrified Clay,8,1705,1958,68,6,7,64.9,Medium,409737,2025-01-21,Smoke Test,43.588219,-116.222691
SEW-04029,Wastewater,Curtis Rd,Southwest,Concrete,12,973,1973,53,65,3,44.0,Low,440004,2024-04-24,Smoke Test,43.58461,-116.223753
SEW-04030,Wastewater,Maple Grove Rd,Southwest,PVC,18,1776,1987,39,98,0,81.5,Medium,735842,2024-02-07,CCTV,43.554387,-116.274683
SEW-04031,Wastewater,Joplin Rd,West Boise,PVC,24,934,2005,21,82,0,37.3,Medium,529888,2024-10-10,CCTV,43.639936,-116.310151
SEW-04032,Wastewater,Broadway Ave,Southeast,Vitrified Clay,36,390,1965,61,8,3,84.6,High,180986,2025-02-07,Manhole Inspection,43.595,-116.18902
SEW-04033,Wastewater,McMillan Rd,West Boise,PVC,24,1207,2009,17,85,1,46.8,Low,636053,2023-03-10,Dye Test,43.644146,-116.338513
SEW-04034,Wastewater,Bogus Basin Rd,North End,Cast Iron,21,2356,1957,69,17,3,82.7,Low,1258290,2023-06-23,Flow Monitoring,43.667776,-116.204264
SEW-04035,Wastewater,Broadway Ave,Downtown,PVC,42,2166,1987,39,81,0,61.2,Critical,1426523,2025-10-27,Flow Monitoring,43.6,-116.186269
SEW-04036,Wastewater,Vista Ave,Southeast,Vitrified Clay,24,1744,1965,61,24,4,60.6,Low,410462,2025-05-11,Manhole Inspection,43.595,-116.2
SEW-04037,Wastewater,Orchard St,Southeast,Orangeburg,12,2304,1969,57,19,3,46.2,Low,301817,2023-05-05,CCTV,43.547016,-116.2
SEW-04038,Wastewater,Curtis Rd,Southwest,Concrete,10,751,1959,67,47,2,53.6,Medium,265003,2024-11-29,Flow Monitoring,43.587611,-116.220173
SEW-04039,Wastewater,Shaw Mountain Rd,East Bench,Ductile Iron,8,2367,1983,43,66,3,49.8,Medium,875146,2025-06-24,Dye Test,43.621927,-116.163356
SEW-04040,Wastewater,Hill Rd,North End,Cast Iron,15,458,1948,78,18,6,100.0,Medium,114481,2023-09-14,Flow Monitoring,43.66097,-116.23
SEW-04041,Wastewater,15th St,North End,Vitrified Clay,10,1096,1930,96,5,6,84.8,Low,398013,2023-05-03,Manhole Inspection,43.643172,-116.206834
SEW-04042,Wastewater,Curtis Rd,Southwest,Concrete,8,577,1967,59,62,2,53.6,Medium,56415,2024-08-12,CCTV,43.6,-116.222294
SEW-04043,Wastewater,Harrison Blvd,North End,Vitrified Clay,21,1072,1931,95,5,8,62.0,Medium,577950,2025-06-15,CCTV,43.639252,-116.201584
SEW-04044,Wastewater,8th St,Downtown,Concrete,8,903,1943,83,47,2,72.0,Low,254794,2025-01-10,Manhole Inspection,43.606099,-116.19954
SEW-04045,Wastewater,Main St,Downtown,Cast Iron,21,516,1925,101,5,3,77.1,Medium,247045,2023-08-30,CCTV,43.613252,-116.209499
SEW-04046,Wastewater,Broadway Ave,Downtown,Concrete,24,1309,1975,51,63,0,71.1,High,375094,2025-07-24,Dye Test,43.6,-116.187745
SEW-04047,Wastewater,Cloverdale Rd,West Boise,PVC,12,1440,1991,35,75,0,39.4,Critical,283635,2025-04-16,Dye Test,43.607117,-116.338503
SEW-04048,Wastewater,Federal Way,East Bench,PVC,21,438,1994,32,83,0,24.6,Low,229281,2024-05-20,Flow Monitoring,43.598983,-116.175
SEW-04049,Wastewater,Orchard St,Southeast,PVC,21,1908,1993,33,91,0,66.4,Medium,1059094,2025-01-30,Manhole Inspection,43.546975,-116.2
SEW-04050,Wastewater,Victory Rd,Southeast,PVC,12,1319,1977,49,77,0,70.2,Medium,531357,2024-06-11,Dye Test,43.568015,-116.2
SEW-04051,Wastewater,Overland Rd,Southeast,Concrete,21,1582,1962,64,52,2,50.6,Low,328984,2025-04-23,CCTV,43.590116,-116.164615
SEW-04052,Wastewater,Warm Springs Ave,East Bench,Vitrified Clay,24,597,1960,66,19,4,100.0,Medium,388828,2024-01-26,Manhole Inspection,43.607296,-116.175
SEW-04053,Wastewater,Orchard St,Southeast,Vitrified Clay,24,897,1957,69,21,1,77.6,Low,589208,2024-06-13,Manhole Inspection,43.575119,-116.2
SEW-04054,Wastewater,Ten Mile Rd,West Boise,PVC,12,1424,2008,18,88,0,49.6,Medium,696576,2025-02-09,Flow Monitoring,43.647491,-116.317326
SEW-04055,Wastewater,Orchard St,Southeast,PVC,12,2371,1995,31,93,0,88.1,Low,298553,2024-08-24,Flow Monitoring,43.586105,-116.2
SEW-04056,Wastewater,Chinden Blvd,West Boise,HDPE,21,924,2022,4,90,1,28.1,Critical,583901,2025-02-13,Manhole Inspection,43.652464,-116.329835
SEW-04057,Wastewater,Idaho St,Downtown,Concrete,15,2268,1951,75,43,0,91.0,Low,252727,2022-11-25,CCTV,43.611698,-116.22
SEW-04058,Wastewater,Gowen Rd,Southeast,Concrete,8,380,1990,36,71,0,78.2,Medium,90413,2025-01-21,Smoke Test,43.542575,-116.191775
SEW-04059,Wastewater,Amity Rd,Southwest,PVC,21,1883,2019,7,93,0,52.0,Medium,355362,2025-06-14,Manhole Inspection,43.554423,-116.260346
SEW-04060,Wastewater,Front St,Downtown,Cast Iron,21,1971,1926,100,5,8,80.1,Low,598621,2022-11-29,CCTV,43.603083,-116.189975
SEW-04061,Wastewater,Main St,Downtown,Concrete,21,2467,1953,73,57,0,48.5,Medium,767719,2022-12-14,Flow Monitoring,43.613503,-116.199448
SEW-04062,Wastewater,Victory Rd,Southeast,PVC,12,1975,1985,41,82,0,14.3,Low,771140,2024-12-05,Dye Test,43.569567,-116.2
SEW-04063,Wastewater,Franklin Rd,West Boise,Ductile Iron,18,680,2004,22,92,0,5.0,High,335579,2025-01-12,Flow Monitoring,43.605554,-116.329146
SEW-04064,Wastewater,Harrison Blvd,North End,Concrete,24,2187,1948,78,41,1,80.5,Low,849307,2025-08-13,Dye Test,43.645779,-116.201822
SEW-04065,Wastewater,State St,West Boise,PVC,15,384,1996,30,78,0,60.5,Medium,89835,2023-09-24,Dye Test,43.636072,-116.27328
SEW-04066,Wastewater,Joplin Rd,West Boise,PVC,48,319,2024,2,79,0,55.9,Medium,266825,2025-07-31,Dye Test,43.6,-116.308973
SEW-04067,Wastewater,Hill Rd,North End,Concrete,12,259,1951,75,39,1,88.9,Medium,76756,2025-07-12,Flow Monitoring,43.662158,-116.211823
SEW-04068,Wastewater,McMillan Rd,West Boise,Ductile Iron,12,1831,2000,26,74,2,68.5,Medium,455304,2023-12-13,Dye Test,43.64431,-116.313386
SEW-04069,Wastewater,8th St,Downtown,Vitrified Clay,12,704,1945,81,5,7,100.0,Medium,193062,2023-08-24,Manhole Inspection,43.604314,-116.194606
SEW-04070,Wastewater,Cole Rd,Southwest,PVC,15,1780,1980,46,85,0,64.5,Low,382971,2023-01-16,Flow Monitoring,43.6,-116.258674
SEW-04071,Wastewater,Fort St,North End,Vitrified Clay,24,448,1934,92,5,8,78.9,Low,148563,2025-10-23,Flow Monitoring,43.638713,-116.23
SEW-04072,Wastewater,Fairview Ave,West Boise,PVC,24,1998,2007,19,83,0,67.1,Medium,1165557,2022-10-15,Flow Monitoring,43.616355,-116.260484
SEW-04073,Wastewater,8th St,Downtown,Cast Iron,12,1019,1959,67,16,10,100.0,Critical,124695,2025-11-23,Flow Monitoring,43.62388,-116.198275
SEW-04074,Wastewater,Vista Ave,Southeast,PVC,24,1399,1975,51,81,1,59.9,Low,373562,2022-10-05,Smoke Test,43.576222,-116.2
SEW-04075,Wastewater,Capitol Blvd,Downtown,Vitrified Clay,36,1963,1925,101,5,7,92.8,High,1215633,2022-12-06,Dye Test,43.6,-116.199791
SEW-04076,Wastewater,Eagle Rd,West Boise,PVC,24,1772,2021,5,100,0,5.0,High,694356,2025-11-22,Manhole Inspection,43.607074,-116.351827
SEW-04077,Wastewater,Resseguie St,North End,Vitrified Clay,10,408,1954,72,14,6,57.9,Critical,164366,2023-04-15,CCTV,43.637813,-116.17
SEW-04078,Wastewater,Jefferson St,Downtown,Concrete,24,296,1956,70,49,0,55.6,High,58545,2025-08-27,Manhole Inspection,43.613959,-116.204564
SEW-04079,Wastewater,Ustick Rd,West Boise,PVC,12,2434,1993,33,80,0,55.3,High,534294,2022-11-18,Dye Test,43.635566,-116.313778
SEW-04080,Wastewater,Main St,Downtown,Vitrified Clay,18,937,1959,67,23,7,94.4,Medium,183367,2025-11-27,Flow Monitoring,43.614908,-116.22
SEW-04081,Wastewater,Broadway Ave,Downtown,PVC,36,1116,1977,49,75,1,28.3,Critical,603684,2023-11-06,CCTV,43.6,-116.188777
SEW-04082,Wastewater,9th St,Downtown,Cast Iron,18,1549,1937,89,5,8,90.2,Medium,502806,2023-12-26,CCTV,43.6,-116.199191
SEW-04083,Wastewater,Ten Mile Rd,West Boise,PVC,12,1053,2013,13,94,0,35.7,Medium,474793,2025-06-06,Dye Test,43.653671,-116.315266
SEW-04084,Wastewater,Capitol Blvd,Downtown,Concrete,24,1385,1947,79,44,1,57.2,High,809808,2025-09-08,Manhole Inspection,43.6,-116.203868
SEW-04085,Wastewater,Joplin Rd,West Boise,PVC,24,1556,2013,13,95,0,33.5,Medium,394680,2023-04-09,Flow Monitoring,43.604226,-116.309378
SEW-04086,Wastewater,Eagle Rd,West Boise,PVC,42,2500,1999,27,94,0,44.1,High,904639,2024-10-13,CCTV,43.63074,-116.351496
SEW-04087,Wastewater,Curtis Rd,Southwest,Orangeburg,8,1714,1964,62,32,6,69.8,Medium,741345,2024-10-22,Flow Monitoring,43.554253,-116.223778
SEW-04088,Wastewater,Front St,Downtown,Concrete,12,809,1953,73,62,2,67.6,Medium,235315,2024-04-03,Dye Test,43.60481,-116.179959
SEW-04089,Wastewater,Myrtle St,Downtown,Cast Iron,18,2392,1933,93,5,6,88.4,Medium,768022,2024-11-09,Flow Monitoring,43.609931,-116.22
SEW-04090,Wastewater,Warm Springs Ave,East Bench,Cast Iron,21,1633,1938,88,5,11,69.3,Low,954933,2024-05-08,Manhole Inspection,43.609068,-116.175
SEW-04091,Wastewater,Overland Rd,Southeast,Ductile Iron,12,1707,1990,36,79,0,29.3,Medium,245031,2024-08-13,CCTV,43.58519,-116.191556
SEW-04092,Wastewater,Cole Rd,Southwest,PVC,24,2455,1983,43,86,0,38.9,Low,654209,2025-08-30,Smoke Test,43.578315,-116.253736
SEW-04093,Wastewater,Fort St,North End,Vitrified Clay,12,1351,1925,101,5,9,77.3,Medium,255078,2024-07-30,CCTV,43.635934,-116.179025
SEW-04094,Wastewater,Chinden Blvd,West Boise,PVC,12,794,2014,12,87,0,43.0,Critical,128170,2025-11-21,CCTV,43.651946,-116.301153
SEW-04095,Wastewater,Warm Springs Ave,East Bench,Vitrified Clay,24,1983,1940,86,5,9,81.6,Medium,312950,2025-01-24,Flow Monitoring,43.610573,-116.170701
SEW-04096,Wastewater,Front St,Downtown,Vitrified Clay,21,1488,1935,91,5,12,88.3,Medium,511460,2025-10-04,Manhole Inspection,43.60586,-116.204501
SEW-04097,Wastewater,Hill Rd,North End,Concrete,15,2370,1956,70,67,0,94.8,High,1251449,2025-09-05,Dye Test,43.657347,-116.21062
SEW-04098,Wastewater,Eisenman Rd,Southeast,PVC,12,2420,1991,35,84,1,55.1,Medium,907424,2022-12-26,Flow Monitoring,43.54,-116.170215
SEW-04099,Wastewater,Jefferson St,Downtown,Cast Iron,12,2276,1931,95,5,9,91.0,Low,1048099,2023-08-29,Flow Monitoring,43.616961,-116.175
SEW-04100,Wastewater,Maple Grove Rd,Southwest,Ductile Iron,24,478,1966,60,55,0,46.4,Medium,67939,2023-09-07,Dye Test,43.6,-116.275733
SEW-04101,Wastewater,State St,West Boise,PVC,12,853,2023,3,92,0,8.5,High,141062,2024-06-05,Flow Monitoring,43.636918,-116.316244
SEW-04102,Wastewater,Federal Way,East Bench,PVC,12,1929,1987,39,85,0,58.1,Medium,296421,2025-05-10,Dye Test,43.597276,-116.175
SEW-04103,Wastewater,Fairview Ave,West Boise,PVC,48,2013,2019,7,99,0,45.7,High,1308320,2025-11-24,Dye Test,43.61305,-116.325135
SEW-04104,Wastewater,Cole Rd,Southwest,Ductile Iron,18,1254,1977,49,57,1,61.3,Low,174326,2024-05-25,Dye Test,43.6,-116.253084
SEW-04105,Wastewater,Bogus Basin Rd,North End,Vitrified Clay,8,1244,1937,89,5,7,73.6,Medium,511425,2025-02-28,Flow Monitoring,43.661659,-116.183163
SEW-04106,Wastewater,Bannock St,Downtown,Vitrified Clay,18,609,1936,90,5,4,71.8,Low,80356,2023-08-06,Manhole Inspection,43.611299,-116.186403
SEW-04107,Wastewater,Bannock St,Downtown,Concrete,18,2151,1945,81,59,2,88.1,Low,793134,2025-11-15,Smoke Test,43.613812,-116.215705
SEW-04108,Wastewater,Gowen Rd,Southeast,HDPE,15,908,2023,3,95,0,50.7,High,463967,2025-04-28,Smoke Test,43.545534,-116.146607
SEW-04109,Wastewater,Overland Rd,Southeast,PVC,24,2233,1988,38,75,0,54.0,Medium,1259114,2022-11-22,CCTV,43.585139,-116.155564
SEW-04110,Wastewater,Bogus Basin Rd,North End,Concrete,8,2000,1965,61,53,0,84.2,High,861042,2023-03-30,Manhole Inspection,43.653011,-116.211887
SEW-04111,Wastewater,Vista Ave,Southeast,Vitrified Clay,18,2168,1963,63,7,3,44.6,Low,507812,2023-02-19,Dye Test,43.582536,-116.2
SEW-04112,Wastewater,Broadway Ave,Downtown,Ductile Iron,30,359,1983,43,67,0,40.8,Critical,151417,2024-03-10,CCTV,43.600149,-116.185816
SEW-04113,Wastewater,Gowen Rd,Southeast,PVC,10,1323,2023,3,93,0,52.4,Medium,504399,2023-05-28,Manhole Inspection,43.54429,-116.165922
SEW-04114,Wastewater,Overland Rd,Southeast,Concrete,15,678,1979,47,63,0,57.7,Medium,167494,2025-03-21,Manhole Inspection,43.588599,-116.179162
SEW-04115,Wastewater,Parkcenter Blvd,East Bench,Vitrified Clay,30,1277,1974,52,35,2,46.0,Critical,333943,2025-08-12,Flow Monitoring,43.583728,-116.175
SEW-04116,Wastewater,Broadway Ave,Downtown,Cast Iron,42,2134,1963,63,22,3,41.9,Medium,565848,2024-06-18,CCTV,43.621271,-116.190738
SEW-04117,Wastewater,15th St,North End,Vitrified Clay,8,870,1958,68,7,3,100.0,Medium,201247,2024-09-11,Smoke Test,43.640063,-116.205455
SEW-04118,Wastewater,Fairview Ave,West Boise,PVC,30,2397,1998,28,97,0,59.3,High,598203,2024-07-03,Flow Monitoring,43.616998,-116.286534
SEW-04119,Wastewater,McMillan Rd,West Boise,PVC,21,964,2022,4,94,0,51.4,Medium,152004,2023-10-31,Flow Monitoring,43.643378,-116.278525
SEW-04120,Wastewater,28th St,North End,Vitrified Clay,8,412,1960,66,5,10,86.9,Low,170556,2025-01-07,Flow Monitoring,43.654765,-116.216127
SEW-04121,Wastewater,Lander St,Downtown,Concrete,30,1697,1955,71,62,0,93.8,Medium,341986,2023-08-11,Manhole Inspection,43.6,-116.22
SEW-04122,Wastewater,Vista Ave,Southeast,Ductile Iron,12,1977,1995,31,59,2,53.0,High,915014,2025-08-28,Dye Test,43.541038,-116.2
SEW-04123,Wastewater,8th St,Downtown,Concrete,6,1806,1952,74,51,1,63.1,Low,331077,2024-07-11,CCTV,43.601449,-116.196004
SEW-04124,Wastewater,Bannock St,Downtown,Vitrified Clay,12,2143,1931,95,5,13,99.8,Low,325987,2023-03-03,Manhole Inspection,43.615311,-116.175
SEW-04125,Wastewater,Franklin Rd,West Boise,PVC,12,1489,2000,26,87,0,37.4,Medium,550800,2023-05-10,Smoke Test,43.605085,-116.272873
SEW-04126,Wastewater,Bannock St,Downtown,Vitrified Clay,21,1012,1956,70,5,4,98.0,Low,550575,2022-09-23,CCTV,43.610947,-116.207067
SEW-04127,Wastewater,Front St,Downtown,Concrete,12,2379,1953,73,56,1,69.2,Low,1060587,2025-05-26,Smoke Test,43.607073,-116.212679
SEW-04128,Wastewater,Chinden Blvd,West Boise,PVC,12,801,2006,20,88,0,48.3,Low,136536,2023-07-25,Manhole Inspection,43.652146,-116.273962
SEW-04129,Wastewater,Bogus Basin Rd,North End,Vitrified Clay,8,1455,1944,82,5,8,88.8,Low,348809,2023-12-04,CCTV,43.675511,-116.198444
SEW-04130,Wastewater,Federal Way,East Bench,Ductile Iron,18,2244,1967,59,52,1,72.0,Medium,351319,2025-01-15,Dye Test,43.599333,-116.144247
SEW-04131,Wastewater,Shaw Mountain Rd,East Bench,PVC,24,1643,1991,35,71,0,65.9,Low,714527,2023-12-30,Manhole Inspection,43.59269,-116.141461
SEW-04132,Wastewater,Amity Rd,Southwest,PVC,18,967,2021,5,87,0,45.9,High,516491,2022-12-14,Smoke Test,43.550356,-116.257109
SEW-04133,Wastewater,Franklin Rd,West Boise,PVC,12,605,2004,22,86,0,46.4,Medium,65453,2025-03-03,Dye Test,43.606396,-116.254686
SEW-04134,Wastewater,Orchard St,Southeast,PVC,18,1407,1984,42,92,0,60.3,High,642561,2024-03-09,Manhole Inspection,43.594469,-116.2
SEW-04135,Wastewater,State St,West Boise,PVC,24,1955,2019,7,100,0,49.7,Low,1043803,2025-08-14,Manhole Inspection,43.639692,-116.246786
SEW-04136,Wastewater,Victory Rd,Southeast,Ductile Iron,15,1272,1984,42,62,5,42.2,Medium,645273,2023-01-23,Smoke Test,43.570818,-116.173839
SEW-04137,Wastewater,Chinden Blvd,West Boise,PVC,12,241,2008,18,92,0,41.8,Critical,107996,2023-06-11,Dye Test,43.65246,-116.299774
SEW-04138,Wastewater,Resseguie St,North End,Concrete,10,911,1943,83,48,0,84.8,Medium,108250,2025-03-09,CCTV,43.637682,-116.228797
SEW-04139,Wastewater,Jefferson St,Downtown,Cast Iron,15,1935,1957,69,22,4,77.9,Critical,1028936,2024-11-29,Manhole Inspection,43.615133,-116.213108
SEW-04140,Wastewater,Maple Grove Rd,Southwest,Ductile Iron,12,207,1992,34,64,0,35.0,Medium,67720,2022-12-16,Manhole Inspection,43.562391,-116.276818
SEW-04141,Wastewater,15th St,North End,Concrete,12,1636,1941,85,57,0,74.1,Low,260050,2024-04-24,Smoke Test,43.676379,-116.208898
SEW-04142,Wastewater,Eastman St,North End,Vitrified Clay,6,428,1942,84,5,7,100.0,Medium,143496,2024-09-15,CCTV,43.6423,-116.205608
SEW-04143,Wastewater,Ten Mile Rd,West Boise,PVC,24,1546,2005,21,77,0,39.6,Low,588548,2024-05-30,Manhole Inspection,43.623828,-116.317245
SEW-04144,Wastewater,Fairview Ave,West Boise,PVC,42,1057,1991,35,66,0,30.7,Critical,621004,2025-05-10,CCTV,43.618981,-116.276741
SEW-04145,Wastewater,Harrison Blvd,North End,Concrete,18,823,1950,76,59,1,99.4,Low,196569,2022-10-26,Dye Test,43.626,-116.19904
SEW-04146,Wastewater,Victory Rd,Southwest,Concrete,21,2066,1968,58,60,0,77.7,Medium,728318,2025-10-23,Flow Monitoring,43.567311,-116.315341
SEW-04147,Wastewater,Jefferson St,Downtown,Vitrified Clay,15,959,1949,77,5,5,59.3,Low,379143,2024-10-14,Smoke Test,43.615663,-116.22
SEW-04148,Wastewater,Milwaukee St,Southeast,PVC,24,2055,1976,50,93,0,61.8,High,866696,2023-03-03,CCTV,43.54,-116.2
SEW-04149,Wastewater,Victory Rd,Southeast,Ductile Iron,24,1189,1987,39,65,0,76.1,High,590905,2024-11-07,Dye Test,43.569646,-116.161031
SEW-04150,Wastewater,Victory Rd,Southwest,Concrete,21,999,1994,32,73,1,96.9,Medium,279395,2025-04-26,Dye Test,43.569333,-116.255557
SEW-04151,Wastewater,Cole Rd,Southwest,Vitrified Clay,24,1684,1969,57,18,7,74.5,Medium,712088,2025-02-05,Dye Test,43.56819,-116.254691
SEW-04152,Wastewater,Capitol Blvd,Downtown,Vitrified Clay,42,1641,1931,95,5,5,64.3,Medium,518752,2023-06-02,Dye Test,43.6,-116.20038
SEW-04153,Wastewater,Joplin Rd,West Boise,PVC,24,1679,2021,5,80,0,35.8,Medium,415383,2023-06-03,Dye Test,43.621422,-116.308593
SEW-04154,Wastewater,15th St,North End,Cast Iron,10,1073,1929,97,5,8,92.2,Critical,255351,2023-07-20,CCTV,43.656292,-116.206096
SEW-04155,Wastewater,Eisenman Rd,Southeast,PVC,18,407,2014,12,91,0,22.0,High,198999,2022-12-16,Flow Monitoring,43.54,-116.168184
SEW-04156,Wastewater,Warm Springs Ave,East Bench,Concrete,24,1661,1964,62,71,0,67.4,Low,908407,2025-08-09,CCTV,43.610327,-116.139265
SEW-04157,Wastewater,Boise Ave,East Bench,Concrete,15,1533,1962,64,44,0,73.4,Medium,601325,2025-05-21,Dye Test,43.598364,-116.140202
SEW-04158,Wastewater,Eagle Rd,West Boise,PVC,36,1083,1990,36,74,1,43.3,Critical,631909,2022-10-20,Flow Monitoring,43.655,-116.351992
SEW-04159,Wastewater,Ustick Rd,West Boise,PVC,21,1375,2000,26,99,0,45.5,Low,299646,2023-04-03,Manhole Inspection,43.634053,-116.276524
SEW-04160,Wastewater,Fort St,North End,Vitrified Clay,10,514,1930,96,5,9,55.9,High,195129,2023-03-01,Smoke Test,43.639481,-116.217167
SEW-04161,Wastewater,Chinden Blvd,West Boise,Concrete,21,1531,1991,35,77,1,5.0,Medium,864167,2024-06-02,CCTV,43.652676,-116.334575
SEW-04162,Wastewater,Victory Rd,Southwest,PVC,21,1306,1991,35,72,0,54.9,Medium,669917,2024-12-07,Manhole Inspection,43.568893,-116.265717
SEW-04163,Wastewater,Chinden Blvd,West Boise,PVC,24,1338,2002,24,85,0,28.5,Low,785140,2023-06-02,CCTV,43.650038,-116.304024
SEW-04164,Wastewater,Boise Ave,East Bench,Ductile Iron,15,1895,1983,43,70,2,52.0,High,471353,2022-11-19,Smoke Test,43.600168,-116.175
SEW-04165,Wastewater,Boise Ave,East Bench,Cast Iron,12,325,1960,66,24,8,58.6,Low,91381,2023-04-01,Manhole Inspection,43.602626,-116.175
SEW-04166,Wastewater,Victory Rd,Southwest,Concrete,18,1337,1961,65,60,6,76.0,Medium,733185,2023-08-31,Flow Monitoring,43.571972,-116.290137
SEW-04167,Wastewater,State St,West Boise,PVC,12,577,2014,12,94,0,12.1,Critical,120503,2025-06-19,CCTV,43.63832,-116.315633
SEW-04168,Wastewater,Harrison Blvd,North End,Vitrified Clay,18,1601,1950,76,5,9,67.2,Medium,505735,2023-09-16,Manhole Inspection,43.639288,-116.198834
SEW-04169,Wastewater,Joplin Rd,West Boise,PVC,30,770,2019,7,81,0,37.4,Critical,158227,2025-11-27,Flow Monitoring,43.617036,-116.31014
SEW-04170,Wastewater,Maple Grove Rd,Southwest,Vitrified Clay,24,286,1975,51,49,3,71.9,Medium,76806,2024-04-03,Flow Monitoring,43.598382,-116.274189
SEW-04171,Wastewater,Franklin Rd,West Boise,PVC,12,1472,2001,25,92,0,26.4,Low,640530,2024-01-18,Smoke Test,43.608218,-116.279083
SEW-04172,Wastewater,Eisenman Rd,Southeast,Ductile Iron,12,1518,2004,22,67,1,18.4,Critical,481614,2023-03-03,Dye Test,43.54,-116.167749
SEW-04173,Wastewater,Idaho St,Downtown,Vitrified Clay,10,1911,1965,61,28,7,100.0,Medium,756680,2023-12-13,CCTV,43.611894,-116.22
SEW-04174,Wastewater,Victory Rd,Southeast,Vitrified Clay,12,1968,1962,64,17,3,45.4,Low,538023,2025-08-06,Manhole Inspection,43.569388,-116.2
SEW-04175,Wastewater,Curtis Rd,Southwest,Orangeburg,10,1302,1958,68,28,5,60.3,Low,435596,2023-06-09,Dye Test,43.549473,-116.222239
SEW-04176,Wastewater,Milwaukee St,Southeast,Orangeburg,36,625,1967,59,35,2,57.7,Medium,121380,2023-10-01,CCTV,43.572554,-116.2
SEW-04177,Wastewater,Overland Rd,Southwest,PVC,36,1921,1984,42,79,0,83.2,High,1470756,2025-10-26,Dye Test,43.589964,-116.24096
SEW-04178,Wastewater,Chinden Blvd,West Boise,PVC,24,2317,2021,5,99,0,20.6,Low,994693,2025-01-23,Manhole Inspection,43.651866,-116.312473
SEW-04179,Wastewater,Hill Rd,North End,Concrete,18,1851,1954,72,48,1,51.3,High,594800,2024-07-01,Dye Test,43.662917,-116.195735
SEW-04180,Wastewater,Harrison Blvd,North End,Vitrified Clay,12,346,1939,87,5,4,73.1,Low,70216,2023-12-07,CCTV,43.64859,-116.200358
SEW-04181,Wastewater,9th St,Downtown,Vitrified Clay,8,1085,1937,89,5,6,78.2,Low,129031,2023-10-12,Flow Monitoring,43.603772,-116.196853
SEW-04182,Wastewater,Franklin Rd,West Boise,PVC,12,1334,2023,3,88,0,14.7,Low,638958,2023-08-25,Manhole Inspection,43.604107,-116.31725
SEW-04183,Wastewater,Amity Rd,Southwest,PVC,15,2040,1997,29,94,0,30.0,Medium,470117,2024-09-15,CCTV,43.550478,-116.25163
SEW-04184,Wastewater,Shaw Mountain Rd,East Bench,Concrete,8,1872,1991,35,71,0,77.6,High,689457,2025-07-27,Manhole Inspection,43.610547,-116.156233
SEW-04185,Wastewater,8th St,Downtown,Cast Iron,8,505,1957,69,26,8,100.0,Medium,48605,2023-06-15,Dye Test,43.626,-116.197713
SEW-04186,Wastewater,Bannock St,Downtown,Vitrified Clay,12,1970,1944,82,5,7,98.2,Low,803750,2022-11-10,CCTV,43.614402,-116.217486
